Similarity Score,Original Sentence (Keep),Duplicate Sentence (Remove)
0.8851,worth it ang price nya kesa bumili sa mall na sobrang mahal,worth it ang price nya kesa bumili ng branded na sobrang mahal
0.9816,worth it ang price nya kesa bumili sa mall na sobrang mahal,worth it ang price nya kesa bumili sa mall na mahal
0.8980,worth it ang price nya kesa bumili sa mall na sobrang mahal,sulit ang bayad dito kesa bumili sa mall na sobrang mahal
0.8738,worth it ang price nya kesa bumili sa mall na sobrang mahal,worth it ang price nya kesa bumili sa airport na sobrang mahal talaga
0.9560,mabilis ang delivery at secured ang packaging ni seller,fast shipping at maayos ang packaging ni seller
0.9562,mabilis ang delivery at secured ang packaging ni seller,fast shipping at safe na safe ang packaging ni seller
0.8937,mabilis ang delivery at secured ang packaging ni seller,mabilis nadeliver yung parcel at maayos naman ang pagkaka pack ni seller
0.8996,mabilis ang delivery at secured ang packaging ni seller,agad dumating yung parcel at secured ang packaging ni seller
0.9074,mabilis ang delivery at secured ang packaging ni seller,agad dumating ang parcel at secured ang packaging ni seller
0.9022,mabilis ang delivery at secured ang packaging ni seller,agad nadeliver ang parcel at secured ang pagkaka pack ni seller
0.9621,mabilis ang delivery at secured ang packaging ni seller,mabilis nadeliver ang parcel at secured ang packaging ni seller
0.9164,mabilis ang delivery at secured ang packaging ni seller,safe na nadeliver ang parcel at secured ang packaging ni seller
0.9323,mabilis ang delivery at secured ang packaging ni seller,mabilis nadeliver ang parcel at maayos ang packaging ni seller
0.8611,mabilis ang delivery at secured ang packaging ni seller,mabilis dumating yung parcel at maayos ang packaging ni seller kanina
0.9264,mabilis ang delivery at secured ang packaging ni seller,bilis nadeliver nung parcel at secured ang packaging ni seller
0.8860,mabilis ang delivery at secured ang packaging ni seller,mabilis nadeliver ang parcel at maayos ang packaging ni seller kanina
0.9123,mabilis ang delivery at secured ang packaging ni seller,mabilis nadeliver ang parcel at maayos ang pagkaka pack ni seller
0.8619,mabilis ang delivery at secured ang packaging ni seller,thank you seller sa mabilis na shipping at secured na packaging nito
0.8704,manipis lang sya kaya hindi bulky dalhin sa bulsa,magaan lang yung kapal para hindi masyadong mabigat dalhin sa backpack
0.8917,mabilis maship out ang parcel at maayos ang condition,mabilis nadeliver ang parcel at maayos ang condition nung items
0.9432,mabilis maship out ang parcel at maayos ang condition,mabilis maship out ang parcel at maayos ang condition nung item
0.9354,medyo manipis yung material baka madaling mapunit pag pinilit,medyo manipis lang yung material baka madaling mabasag pag nahulog
0.8829,salamat sa mabilis na delivery at responsive na seller,thank you seller sa responsive na chat at mabilis na delivery
0.8886,salamat sa mabilis na delivery at responsive na seller,grateful kay seller sa mabilis na ship out at responsive na chat
0.8868,salamat sa mabilis na delivery at responsive na seller,salamat seller sa mabilis na ship out at responsive na chat
0.8858,salamat sa mabilis na delivery at responsive na seller,thank you seller sa mabilis na delivery at maayos na packaging
0.8895,salamat sa mabilis na delivery at responsive na seller,salamat seller sa mabilis na delivery at maayos na package
0.8769,salamat sa mabilis na delivery at responsive na seller,thank you seller sa mabilis na delivery at complete na order
0.8868,salamat sa mabilis na delivery at responsive na seller,salamat seller sa mabilis na ship out at responsive na chat
0.8602,salamat sa mabilis na delivery at responsive na seller,thank you seller sa mabilis na shipping at secured na packaging nito
0.8592,salamat sa mabilis na delivery at responsive na seller,salamat seller sa mabilis na shipping at secured na item
0.8744,salamat sa mabilis na delivery at responsive na seller,thank you seller sa mabilis na shipping at sa maayos na packaging
0.9248,hirap isara nung zipper pag puno na kailangan dahan dahan,mahirap isara nung zipper pag puno na yung bag kailangan dahan dahan
0.8742,dumating agad ang parcel at kompleto ang bilang ng bottles,mabilis dumating yung parcel at kompleto ang bilang nung set
0.8772,okay yung quality nung plastic hindi sya malutong tignan,ganda ng quality nung plastic hindi sya yung malutong na type
0.9008,okay yung quality nung plastic hindi sya malutong tignan,maganda ang quality nung plastic hindi sya mukhang madaling mabasag
0.8539,okay yung quality nung plastic hindi sya malutong tignan,okay ang quality nung glass hindi sya manipis na madaling mabasag
0.8820,okay yung quality nung plastic hindi sya malutong tignan,okay naman yung quality nung plastic hindi mukhang cheap tignan kahit mura lang yung presyo niya
0.8874,disappointed ako kasi mali yung size na pinadala ni shop,disappointed ako kasi mali yung color na pinadala ni shop sakin
0.8643,disappointed ako kasi sira yung screen nung dumating yung parcel,disappointed ako kasi punit na yung gilid nung dumating sakin yung parcel
0.8641,nakuha ko na yung order at saktong sakto ang lasa nya,received my order today at saktong sakto ang lasa nya
0.8783,mabilis dumating yung parcel at kompleto lahat ng order ko,bilis nadeliver ang parcel at complete ang refills na order ko
0.9108,bakit parang walang amoy nung binuksan ko yung pack,bakit parang kulang ng turnilyo nung binuksan ko na yung package
0.8582,sobrang sulit ang pagkakabili ko kasi ang daming laman nung pouch,sulit na sulit ang bayad ko ang dami palang laman nung pouch
0.8602,ship out ni seller agad kaya received ko na agad,bilis maship out ni seller kaya nakuha ko yung item agad
0.9163,ship out ni seller agad kaya received ko na agad,mabilis nag ship out si seller kaya nakuha ko agad yung parcel
0.8778,ship out ni seller agad kaya received ko na agad,mabilis maship out ni seller kaya nakuha ko agad order ko ngayon
0.8718,ship out ni seller agad kaya received ko na agad,mabilis maship out ni seller kaya nakuha ko agad order ko kanina
0.8622,ship out ni seller agad kaya received ko na agad,mabilis maship out ni seller kaya nakuha ko agad order ko sa kanya
0.9248,ship out ni seller agad kaya received ko na agad,mabilis na ship out ni seller kaya nareceive ko agad ngayon
0.8626,ship out ni seller agad kaya received ko na agad,mabilis naship out ni seller kaya nakuha ko agad yung order ko kahapon
0.8905,mabilis dumating ang order at secured ang packaging nito,mabilis dumating yung order ko at maayos ang packaging
0.8630,mabilis dumating ang order at secured ang packaging nito,dumating na yung parcel at secured ang packaging nito
0.8743,mabilis dumating ang order at secured ang packaging nito,mabilis dumating ang parcel at secure na secure ang packaging naka karton
0.8756,medyo mahal ang shipping pero okay lang kasi masarap naman,mejo mahal ang shipping pero okay lang kasi maganda yung unit
0.8648,medyo mahal ang shipping pero okay lang kasi masarap naman,medyo mahal ang shipping fee pero worth it naman sa quality
0.8993,medyo mahal ang shipping pero okay lang kasi masarap naman,mahal yung shipping fee pero okay lang kasi quality naman
0.8518,medyo mahal ang shipping pero okay lang kasi masarap naman,medyo mahal yung shipping fee pero okay lang kasi hindi naman nabibili sa grocery to
0.8588,medyo mahal ang shipping pero okay lang kasi masarap naman,medyo mahal yung shipping fee dahil malaki yung box pero worth it naman
0.8523,medyo mahal ang shipping pero okay lang kasi masarap naman,medyo mahal yung shipping fee dahil malaki yung item pero worth it naman
0.9084,medyo mahal ang shipping pero okay lang kasi masarap naman,medyo mahal ang shipping fee pero okay na rin kasi maganda item
0.8976,medyo mahal ang shipping pero okay lang kasi masarap naman,medyo mahal ang shipping fee pero okay na rin kasi maganda ang item
0.9125,medyo mahal ang shipping pero okay lang kasi masarap naman,medyo mahal ang shipping fee pero okay na rin maganda naman quality
0.8504,medyo mahal ang shipping pero okay lang kasi masarap naman,medyo mahal ang shipping fee pero keri lang kasi safe yung item
0.9660,nadeliver na yung item at tamang variation ang nakuha ko,received ko na yung item at tamang variation ang pinadala
0.9428,nadeliver na yung item at tamang variation ang nakuha ko,item ay nakuha na at tamang variation ang pinadala sakin
0.8611,nadeliver na yung item at tamang variation ang nakuha ko,received ko na yung order at tamang variation ang pinadala sakin
0.9664,nadeliver na yung item at tamang variation ang nakuha ko,nakuha ko na yung item at tamang variation ang pinadala sakin
0.9048,nadeliver na yung item at tamang variation ang nakuha ko,nakuha ko na yung item at tamang variation ang pinadala ni seller sakin
0.8677,nadeliver na yung item at tamang variation ang nakuha ko,nakuha ko na yung order at tamang variation ang pinadala
0.9487,packaging is very good at walang yupi yung box sa loob,packaging is very good at walang tumapon na lupa sa loob ng box
0.8516,packaging is very good at walang yupi yung box sa loob,packaging is good at makapal ang bubble wrap sa loob nung box
0.9699,packaging is very good at walang yupi yung box sa loob,packaging is very good at walang kahit anong yupi yung box
0.8964,packaging is very good at walang yupi yung box sa loob,packaging is very good at walang kahit anong gasgas yung item
0.8617,packaging is very good at walang yupi yung box sa loob,packaging is very good at makapal ang bubble wrap sa box
0.8617,packaging is very good at walang yupi yung box sa loob,packaging is very good at makapal ang bubble wrap sa box
0.9446,packaging is very good at walang yupi yung box sa loob,packaging is very good at walang kahit anong yupi yung box nung dumating
0.8617,packaging is very good at walang yupi yung box sa loob,packaging is very good at makapal ang bubble wrap sa box
0.8617,packaging is very good at walang yupi yung box sa loob,packaging is very good at makapal ang bubble wrap sa box
0.8754,packaging is very good at walang yupi yung box sa loob,packaging is good at walang yupi yung box nung dumating sa amin
0.8763,thanks to seller sa mabilis na ship out at quality nuts,salamat po seller for the fast shipping at quality na product
0.8759,thanks to seller sa mabilis na ship out at quality nuts,salamat seller sa mabilis na ship out at quality na item
0.8982,thanks to seller sa mabilis na ship out at quality nuts,thank you seller sa mabilis na ship out at quality na product
0.8649,thanks to seller sa mabilis na ship out at quality nuts,salamat po seller sa mabilis na ship out at quality na item na nakuha
0.8732,thanks to seller sa mabilis na ship out at quality nuts,salamat seller sa mabilis na ship out at quality na item na to
0.8663,thanks to seller sa mabilis na ship out at quality nuts,salamat po seller sa mabilis na ship out at quality na product ito
0.8788,sana laging ganito ang quality nung mga nuts sa shop na to,sana laging ganito ang quality nung mga items sa shop na to
0.8958,sana laging ganito ang quality nung mga nuts sa shop na to,sana laging ganito ang quality nung mga products sa shop na to
0.8958,sana laging ganito ang quality nung mga nuts sa shop na to,sana laging ganito ang quality nung mga products sa shop na to
0.8560,super fast delivery at secured ang bubble wrap ni seller,mabilis naship ni seller at secured yung packaging naka bubble wrap ng makapal
0.8598,nadeliver na yung parcel at walang kahit anong dumi sa box,nadeliver yung parcel on time at walang kahit anong dumi sa cover
0.8652,order ako ulit sa susunod para sa birthday ng anak ko,order ako ulit nung pink color naman para sa anak ko next time
